,PALABRA,FRECUENC,RHO,PHI,LENGTH
4880,jutía,1,17,24.714003589586596,5
4881,juvia,0,17,28.872281548444413,5
4889,lábil,1,14,19.750649787205944,5
4898,lacón,0,14,32.0700149466064,5
4902,ladón,0,15,30.6104098011321,5
4918,landó,0,15,30.6104098011321,5
4924,lápiz,20,17,16.30464665382099,5
4925,lapón,0,16,28.81465607798647,5
4928,laque,0,15,33.45014496407412,5
4936,láser,14,14,27.685076803947343,5
4938,lasún,0,16,30.6623927776077,5
4941,látex,2,16,19.686181292131124,5
4942,latín,58,16,31.745991728343924,5
4944,latón,9,16,31.745991728343924,5
4957,leche,137,14,30.334888020505062,5
4958,lecho,72,14,30.271500003001325,5
4959,ledón,0,15,24.466814331934714,5
4962,legón,0,16,22.091324365369495,5
4964,legua,10,16,34.8215111079097,5
4965,legui,0,16,27.621208574189794,5
4966,leída,8,14,34.03156195038207,5
4967,leído,95,14,27.824578463680947,5
4971,lejas,0,14,34.70662032618417,5
4972,lejía,7,14,30.5140071911785,5
4973,lejío,0,14,24.307023704477377,5
4974,lejos,432,14,28.49963683948305,5
4979,lenón,0,16,26.410713535382634,5
4981,lente,7,16,35.1080777703745,5
4982,lento,61,16,35.04468975287077,5
4989,leste,0,15,33.21616154340218,5
4993,letón,0,16,25.602396259146538,5
4997,leude,0,15,31.053405605277533,5
4998,leudo,0,15,30.990017587773796,5
5000,lezda,0,16,34.80638442191449,5
5002,lezne,0,17,30.60668815616502,5
5006,libán,0,16,21.09920584898525,5
5008,líber,0,15,25.3221924090448,5
5010,libio,0,15,32.90594442743692,5
5011,libón,0,16,21.09920584898525,5
5013,libre,275,15,33.77116685575024,5
5014,libro,572,15,33.707778838246504,5
5019,líder,12,14,27.633093827471743,5
5021,lidio,0,14,35.21684584586387,5
5023,liego,0,15,33.898062943821174,5
5025,lieve,0,15,33.18182636725433,5
5027,ligio,0,15,32.841355879298646,5
5028,ligón,0,16,21.034617300846975,5
5029,ligua,0,16,33.76480404338718,5
5030,ligue,4,16,27.621208574189794,5
5031,ligur,0,16,27.366335920476853,5
5042,lince,4,14,34.37539392411446,5
5044,linde,14,15,32.91578877864016,5
5045,lindo,20,15,32.85240076113642,5
5047,líneo,0,15,29.76847766712887,5
5050,linón,0,16,25.35400647086012,5
5053,lipes,0,15,29.228118828522206,5
5054,lipis,0,15,28.171411763999686,5
5057,lirón,0,15,28.520285966397147,5
5059,lisis,1,14,30.019148463620922,5
5060,lisol,0,13,31.555827675832717,5
5063,listo,32,15,32.096066461375926,5
5067,litis,0,15,31.102747414357147,5
5070,lituo,0,16,31.068892450463107,5
5072,liudo,0,15,29.933310523251276,5
5073,livor,0,15,32.863565696037654,5
5083,lleco,0,12,34.02015690935393,5
5086,lleno,159,14,34.50445096732756,5
5093,loche,0,14,30.27150000300132,5
5095,lodón,0,15,24.403426314430973,5
5099,logis,0,15,28.584994567598876,5
5100,logro,29,15,34.63650933712701,5
5107,longo,0,16,31.470229841589983,5
5109,lópez,0,17,17.36135371834351,5
5113,lucha,133,15,30.138241102567335,5
5114,luche,1,15,23.99464563336995,5
5116,lucio,0,14,31.392915668725575,5
5117,lucir,9,14,31.20143103251637,5
5118,lucro,10,14,32.194750079535154,5
5120,ludio,0,15,29.933310523251276,5
5121,ludir,0,15,29.741825887042072,5
5122,luego,1151,16,28.614527621208573,5
5124,lugar,998,16,34.566638454196756,5
5125,lugre,0,16,28.42304298499937,5
5127,lujar,0,15,33.42457366155841,5
5132,lunel,0,15,28.22759659769618,5
5133,lunes,63,16,27.684236432503166,5
5134,lunfa,0,17,30.755313848721137,5
5135,lunga,0,17,31.40035895865973,5
5136,lungo,0,17,25.193375471958603,5
5137,lupia,0,16,34.34454028680677,5
5138,lupus,0,17,17.6043411187745,5
5139,lurte,0,16,31.93411487877642,5
5140,lusca,0,14,33.34353784372693,5
5141,lusco,0,14,27.136554357025805,5
5142,lútea,0,16,35.1671438775939,5
5143,lúteo,0,16,28.960160390892774,5
5144,luvia,0,16,32.9851794493166,5
5145,luxar,0,16,32.96981265719448,5
5265,melis,0,17,29.9635638952417,5
5314,millo,0,16,30.443536042930972,5
5329,mirlo,4,17,34.958371600247304,5
5337,misil,7,17,28.906856830719178,5
5338,mísil,0,17,20.457882384013732,5
5360,mocil,0,16,31.307798046736657,5
5370,mojel,0,17,27.38734520658131,5
5371,mojil,0,17,26.33063814205879,5
5374,molde,4,17,30.904899965784878,5
5377,molle,0,16,31.500243107453493,5
5380,molso,0,17,30.89349492475674,5
5413,mosco,0,17,31.757756928562426,5
5449,mulla,0,17,31.366984207019502,5
5450,mullo,0,17,25.16000072031838,5
5491,nádir,0,16,27.92494282472853,5
5508,naque,0,17,34.798701025853426,5
5514,nasón,1,17,32.010948839387005,5
5521,navío,9,17,32.16161543402184,5
5522,nebel,0,16,31.661594424735732,5
5523,neblí,0,16,22.15591291350777,5
5532,neldo,0,15,33.909107825658936,5
5537,nerón,0,17,30.925549092698972,5
5543,nicho,5,16,30.56334900025811,5
5544,nicle,0,14,34.375393924114455,5
5548,niego,11,17,35.24661900560048,5
5551,nieve,102,17,34.53038242903364,5
5554,nilón,0,16,25.35400647086012,5
5563,nipis,1,17,29.51996782577899,5
5565,nipos,0,17,30.513286872797774,5
5566,niste,0,17,33.50801054065897,5
5569,nívea,2,17,32.22500345152557,5
5570,nivel,195,16,29.760674218004354,5
5571,níveo,1,17,26.01801996482445,5
5572,noble,51,16,31.598206407231995,5
5573,noche,1209,16,31.62005606478063,5
5579,nolis,0,15,32.90438373761202,5
5580,nolit,0,16,33.98798268834825,5
5585,noque,0,17,28.591717539152306,5
5594,novel,0,16,30.753993265023137,5
5597,novio,63,17,34.403606394026156,5
5599,núbil,1,17,21.09920584898525,5
5601,nubla,1,17,31.464947506798005,5
5602,nublo,0,17,25.257964020096882,5
5603,nuche,0,17,25.343201695149254,5
5604,nucir,0,16,32.54998709429567,5
5607,nueso,0,17,32.3905566260287,5
5750,pablo,0,16,34.00214894983583,5
5754,pachá,0,16,24.581705113660234,5
5755,pacho,0,16,34.023998607384456,5
5756,pacón,0,16,29.678918081792148,5
5758,pácul,0,15,15.846524163680346,5
5763,pagel,0,16,34.000948419201286,5
5771,pajel,0,15,32.85888362656294,5
5772,pajil,0,15,31.802176562040422,5
5773,pajón,0,17,24.701758177114286,5
5783,palón,0,16,28.81465607798647,5
5785,palpi,0,16,33.523977598098355,5
5786,palpo,0,16,34.51729664511714,5
5798,panjí,0,17,24.701758177114286,5
5801,panul,0,17,31.98009520207932,5
5809,papel,395,16,34.580684662620875,5
5828,parís,0,16,31.43757540833048,5
5830,parné,1,17,33.3294916353028,5
5842,pasil,0,15,35.37171429771959,5
5853,páter,0,17,26.377578889869323,5
5858,paují,0,17,21.78266793922914,5
5861,pavés,0,17,23.17228214870973,5
5862,pavía,0,17,34.62894599412941,5
5870,pebre,0,17,32.436777055458506,5
5872,pecha,0,16,34.0873866248882,5
5873,peche,0,16,27.94379115569081,5
5874,pecho,187,16,27.880403138187074,5
5875,pecio,0,15,35.34206119104644,5
5879,pedio,0,16,33.88245604557214,5
5880,pedir,99,16,33.69097140936294,5
5881,pedro,0,16,34.68429045638172,5
5887,pejín,0,17,18.5581627079169,5
5889,pelde,0,15,30.23284291656912,5
5892,pello,0,14,30.764798040734,5
5894,pelón,0,16,22.671060608789084,5
5896,pelvi,0,16,26.021021291410804,5
5900,penco,2,16,32.97761610631899,5
5901,penol,0,16,32.11335410251331,5
5904,pepla,0,16,34.580684662620875,5
5905,peplo,1,16,28.373701175919752,5
5909,perís,0,16,25.293979939133095,5
5911,perlé,1,15,25.83734010432611,5
5914,perol,1,15,35.27963359805034,5
5921,pesce,0,15,31.149087896850403,5
5922,pesga,0,17,33.45758825400827,5
5923,pesgo,0,17,27.25060476730715,5
5925,pésol,0,15,20.715756364313023,5
5926,pesor,0,16,34.73627343285732,5
5927,peste,21,17,30.825064678587935,5
5931,peuco,0,16,30.058525868433843,5
5932,peúco,0,16,26.893086744340994,5
5940,pícea,0,15,33.100070231042125,5
5941,píceo,0,15,26.893086744340998,5
5942,picha,7,16,33.030679560365684,5
5943,piche,0,16,26.887084091168298,5
5944,pichi,1,16,25.830377026645778,5
5945,pichí,0,16,17.381402579940335,5
5946,picio,3,15,34.28535412652393,5
5947,picón,0,16,22.47861554807225,5
5948,picor,2,15,35.0871885373335,5
5950,pidén,0,17,21.01901040259795,5
5951,pidón,0,17,21.01901040259795,5
5952,piejo,0,16,30.364901286368575,5
5956,pigre,0,17,31.31548144279772,5
5957,pigro,0,17,31.25209342529398,5
5961,píleo,0,15,26.028824740535317,5
5963,pillo,3,14,29.708090976211484,5
5965,pilón,3,16,21.614353544266564,5
5970,pinol,0,16,31.05664703799079,5
5976,piojo,0,16,30.301513268864838,5
5980,pipil,0,16,26.323675064378456,5
5981,pique,5,17,23.85874556553997,5
5982,piqué,0,17,14.353064054312007,5
5986,pirco,0,15,35.0871885373335,5
5988,pirón,0,17,26.129189101582902,5
5991,pisco,2,15,30.028992814824154,5
5992,pisón,0,17,21.07099337907355,5
5993,pispa,0,17,32.98061743290535,5
5995,pisto,0,17,29.70496959656168,5
5999,pitio,0,17,33.961330908261445,5
6002,piure,0,17,32.715780374925714,5
6004,pizca,13,17,32.81818563805202,5
6005,pizco,1,17,26.6112021513509,5
6013,plató,6,16,28.006338801750374,5
6015,playo,0,17,32.32272664517717,5
6017,plazo,51,17,32.947242681265124,5
6018,plebe,4,16,27.92194149814218,5
6021,pleno,92,16,32.11335410251331,5
6022,pleon,0,16,32.11335410251331,5
6023,plepa,0,16,34.58068466262088,5
6024,plexo,0,16,26.197139135497892,5
6029,pobre,265,17,32.37338903795477,5
6030,pocha,0,16,34.02399860738446,5
6031,pocho,1,16,27.81701512068334,5
6033,poder,782,16,34.68429045638172,5
6034,podio,7,16,33.8190680280684,5
6035,podón,0,17,22.01232944961673,5
6036,podre,2,16,34.68429045638172,5
6039,poíno,0,17,27.313992784810882,5
6044,polen,9,16,32.113354102513306,5
6045,poleo,0,15,35.471118234259535,5
6046,pólex,0,16,16.754845641773667,5
6047,polín,0,16,22.607672591285343,5
6048,polio,2,15,34.41441116973702,5
6049,polir,0,15,34.22292653352781,5
6051,pollo,29,14,30.701410023230263,5
6052,pólux,0,17,10.41460325463855,5
6053,polvo,137,16,26.950952320925847,5
6059,poncí,0,16,23.471934595091028,5
6060,pondo,0,17,31.454622943340954,5
6065,popal,0,16,34.51729664511714,5
6067,popel,0,16,28.373701175919752,5
6068,popés,0,17,18.324659499498775,5
6078,posón,0,17,22.06431242609233,5
6080,poste,7,17,30.761676661084195,5
6084,poyal,0,17,32.32272664517717,5
6086,pozal,1,17,32.94724268126512,5
6087,pozol,0,17,26.740259194563993,5
6095,preso,27,16,34.73627343285732,5
6096,prest,0,17,30.57019202487499,5
6101,priso,0,16,33.679566368334804,5
6104,probo,5,17,32.31000102045104,5
6106,proel,0,15,35.27963359805034,5
6107,proís,0,16,25.230591921629358,5
6109,prole,11,15,35.27963359805034,5
6116,puado,0,17,34.74251619215693,5
6120,pucha,0,17,27.747144237753087,5
6121,pucho,2,17,21.540160751051964,5
6122,pucia,0,16,35.208802290612454,5
6124,pudio,0,17,27.54221365843703,5
6125,pudir,0,17,27.350729022227828,5
6126,pudor,24,17,28.344048069246607,5
6127,púgil,0,17,17.294964374253418,5
6129,pujar,1,17,31.03347679674416,5
6130,pujés,0,17,10.326004093809463,5
6131,pulga,4,17,27.660706032066173,5
6132,pulir,2,16,27.946072163896442,5
6133,pulla,0,15,30.631539140300013,5
6134,pulpa,5,17,28.240442275485766,5
6135,pulpo,2,17,22.033458788784642,5
6136,pulso,42,16,23.881195488405872,5
6152,queda,369,16,32.854801822405506,5
6153,quedo,35,16,26.647818335704383,5
6154,queja,23,16,29.337247063201936,5
6155,quejo,1,16,23.130263576500813,5
6158,quena,0,17,34.798701025853426,5
6160,queso,24,16,26.699801312179982,5
6161,quico,0,15,27.05071641665616,5
6162,quien,1080,17,27.59839849213352,5
6163,quier,0,16,30.76467798767055,5
6164,quijo,0,16,22.073556511978296,5
6165,quila,0,15,32.3934378995516,5
6166,quilo,0,15,26.18645441285048,5
6169,quina,2,17,33.741993961330905,5
6170,quino,1,17,27.535010474629786,5
6172,quisa,0,16,31.850077734358585,5
6173,quita,42,17,32.93367668509481,5
6174,quite,14,17,26.790081215897427,5
6175,quito,12,17,26.72669319839369,5
6176,quivi,0,17,21.442677663527277,5
6183,rabón,1,17,32.81434394002149,5
6192,radón,1,16,35.12524535844843,5
6230,raulí,0,15,32.80149826223191,5
6241,reble,0,15,34.82787392027276,5
6242,rebol,0,15,34.764485902769025,5
6243,rebús,0,17,24.77883224385178,5
6264,rehén,3,17,25.82833612456706,5
6265,rehús,0,17,23.936419897594735,5
6269,rejín,0,16,25.464095130047482,5
6270,rejón,1,16,25.464095130047482,5
6271,rejús,0,16,23.57217890307516,5
6273,relej,0,14,33.62122057949613,5
6274,reloj,142,14,33.5578325619924,5
6293,respe,0,16,34.79966145036106,5
6299,retén,1,17,30.117231816462876,5
6300,retín,0,17,30.117231816462876,5
6303,rétor,0,16,33.22012329449616,5
6308,revés,47,16,23.934619101642927,5
6320,rifle,2,15,33.06153319767337,5
6322,rigüe,0,17,28.97060500741328,5
6325,rímel,7,17,26.572785171045602,5
6334,rispo,0,16,33.679566368334804,5
6337,ritón,0,17,29.060524751940356,5
6346,robín,0,17,26.607360453320368,5
6348,roble,12,15,34.764485902769025,5
6349,robot,37,17,35.241336670808494,5
6353,rocho,0,15,34.72294754281393,5
6354,rocín,0,15,30.37786701722161,5
6355,rocío,21,14,33.73563114896784,5
6368,roído,4,15,32.27602600349354,5
6370,rojez,0,17,29.59668173332613,5
6385,rondó,0,16,28.918261871747312,5
6390,ropón,0,17,27.122508148601682,5
6391,roque,2,16,31.757997034689332,5
6399,róseo,0,15,32.39139699747288,5
6400,rosjo,0,15,32.95108437929565,5
6401,rosón,0,16,28.97024484822291,5
6413,rúbeo,0,17,30.028512602570334,5
6416,rubio,64,17,32.13724466214066,5
6417,rublo,2,16,28.424243515633908,5
6418,rubor,15,17,32.93907907295024,5
6420,rubro,1,17,32.93907907295024,5
6422,ruche,0,16,28.50948119068628,5
6423,rucho,1,16,28.446093173182543,5
6429,ruedo,6,16,35.504853145090124,5
6430,ruego,17,17,33.12936317852491,5
6431,ruejo,0,16,31.98729838588656,5
6435,rugir,5,17,31.881171477793185,5
6436,ruido,178,16,34.44814608056761,5
6447,rurrú,0,17,30.917865696637914,5
6448,rusco,0,15,31.651389914342136,5
6449,rusel,0,15,30.850515928040192,5
6452,rutel,0,16,31.93411487877642,5
6469,saetí,0,16,34.62378371240088,5
6473,saíno,0,16,35.368712971133235,5
6476,sajón,0,16,26.549494876735515,5
6486,salín,0,15,30.6623927776077,5
6492,salón,121,15,30.6623927776077,5
6497,salud,146,15,31.88393269825263,5
6499,salve,4,15,35.06906052475194,5
6500,salvo,136,15,35.00567250724821,5
6517,saque,18,16,32.906784798881105,5
6518,sarán,0,16,35.17722833492404,5
6531,satán,5,17,31.20263156315091,5
6532,satén,3,17,31.20263156315091,5
6533,satín,0,17,31.20263156315091,5
6536,saúco,0,15,34.88441891315962,5
6539,sáxea,0,16,29.515886021621554,5
6540,sáxeo,0,16,23.308902534920435,5
6545,secén,0,15,25.383059312215998,5
6546,secón,0,15,25.383059312215998,5
6553,segrí,0,16,24.714243695713506,5
6555,segur,0,17,27.87968281980635,5
6558,sello,22,13,32.61253474035523,5
6559,seltz,0,17,24.485302503706635,5
6560,selva,52,15,35.06906052475194,5
6564,senil,4,15,32.967771755115756,5
6570,septo,0,17,30.7616766610842,5
6572,serbo,0,16,34.221125737576,5
6577,serón,1,16,29.033632865726652,5
6579,servo,0,16,33.37691259536715,5
6580,sesén,0,16,23.9754371432173,5
6582,sesga,0,16,35.30532495362951,5
6583,sesgo,12,16,29.09834146692838,5
6584,sésil,0,14,21.570174016915473,5
6590,sexta,6,17,34.79209810736346,5
6591,sexto,16,17,28.58511462066233,5
6592,sibil,0,15,27.65626406871837,5
6593,siclo,0,13,32.420089679638394,5
6599,sifón,7,17,19.846212025715367,5
6600,sifué,0,17,16.92712178783022,5
6601,sigla,2,15,34.7919780543,5
6602,siglo,540,15,28.584994567598876,5
6604,signo,100,17,29.933550629378185,5
6605,sigua,0,17,33.221443878194165,5
6606,silba,2,15,34.85656660243828,5
6607,silbo,2,15,28.649583115737155,5
6608,sílex,2,15,18.602582341394896,5
6609,silfo,0,15,27.939949457660287,5
6610,silga,0,15,34.7919780543,5
6612,silva,1,15,34.01235346022942,5
6614,símil,7,17,20.457882384013732,5
6622,sirgo,0,16,33.099830124915215,5
6632,sisón,0,16,22.91873007869478,5
6635,sobeo,0,16,34.41261037378521,5
6636,sobón,0,17,21.549164730811015,5
6638,sobre,4106,16,34.221125737576,5
6646,solaz,7,16,34.794979380886346,5
6647,soleá,0,14,27.876561440156546,5
6648,solén,0,15,24.45540929090658,5
6650,sóleo,0,14,27.876561440156546,5
6652,solfa,1,15,35.14025199138019,5
6655,sollo,0,13,32.549146722851496,5
6660,sonso,0,16,33.35434261943779,5
6662,sonto,0,17,34.43794157017402,5
6665,sopié,0,16,24.42875751081978,5
6666,soplo,16,15,30.15804985803725,5
6667,sopón,0,17,22.06431242609233,5
6668,sopor,16,16,34.67288541535358,5
6670,sorbo,21,16,34.15773772007227,5
6674,sorgo,0,16,34.093149171933995,5
6676,sóror,0,15,32.136524343759945,5
6682,sotil,0,15,32.096066461375926,5
6683,sotol,0,15,33.08938550839471,5
6687,suabo,0,17,34.27935147335122,5
6690,suave,114,17,33.4985263486461,5
6691,subeo,0,17,28.135756004153833,5
6692,subir,79,17,26.887564303422113,5
6694,suche,0,16,23.451285468176934,5
6696,sucio,43,15,30.84955550353256,5
6697,sucre,0,15,31.714777931845873,5
6699,sudor,80,16,30.191784768867837,5
6701,sueco,20,15,31.90626256805508,5
6703,suelo,434,15,31.042000564249395,5
6704,sueno,21,17,32.3905566260287,5
6707,sueva,0,17,33.4985263486461,5
6708,suevo,0,17,27.29154286194498,5
6709,sufra,4,17,33.37823317906515,5
6710,suido,0,16,29.38995035805826,5
6714,sulco,0,14,27.136554357025805,5
6715,sulla,0,14,32.47927583992124,5
6718,sunca,0,16,34.69209390550623,5
6719,sunco,0,16,28.48511041880511,5
6720,supra,0,17,34.60301453242333,5
6722,surco,10,15,31.651389914342136,5
6724,surto,0,17,31.327366696079668,5
6725,susto,38,17,26.269170973570315,5
6726,sutás,0,17,16.82687747984609,5
6727,sutil,46,16,25.81921209174455,5
6736,tácet,0,16,25.658340986716127,5
6739,tacón,9,16,32.61025373214961,5
6756,tajón,0,17,27.63309382747174,5
6757,talán,0,16,31.745991728343924,5
6760,tálea,0,15,35.1671438775939,5
6763,talín,0,16,31.745991728343924,5
6769,talón,5,16,31.745991728343924,5
6771,talud,1,16,32.96753164898885,5
6795,taque,0,17,33.99038374961733,5
6796,taqué,0,17,24.484702238389367,5
6828,techo,109,16,30.811738788544535,5
6830,tecle,0,14,34.62378371240088,5
6831,tecol,0,14,34.560395694897146,5
6834,tegeo,0,17,35.495008793886896,5
6839,tejer,12,16,34.16145936503935,5
6840,tejón,1,17,21.489498358274357,5
6842,télex,1,16,19.686181292131124,5
6843,telón,17,16,25.602396259146545,5
6851,tenis,23,17,33.50801054065897,5
6855,tenso,21,17,34.50132958767775,5
6872,tesis,96,16,31.616094313686645,5
6874,tesón,11,17,25.059036093953523,5
6876,teste,0,17,33.75640032894539,5
6885,tíbar,0,17,32.00602666378539,5
6887,tibio,26,17,33.44618321298013,5
6888,tibor,2,17,34.248017623789714,5
6894,tigre,14,17,34.24681709315517,5
6895,tilde,4,15,32.10747150240406,5
6897,tilín,0,16,24.545689194624025,5
6899,tillo,0,14,32.63942662656894,5
6908,tinco,0,16,34.85224469215393,5
6914,tiple,0,16,30.31171777925843,5
6915,tipoi,0,17,33.96133090826145,5
6917,tique,0,17,26.790081215897427,5
6921,tirón,26,17,29.060524751940356,5
6924,tisis,8,16,30.559387249164132,5
6925,tiste,0,17,32.699693264422876,5
6936,toche,0,16,30.811738788544535,5
6937,tocho,1,16,30.748350771040798,5
6941,tocón,1,16,26.40327024544849,5
6942,tocte,0,16,35.100634480440355,5
6943,todía,0,16,34.50841271842154,5
6947,toldo,11,15,33.03740253191911,5
6949,tollo,3,14,33.63274567358772,5
6951,tolón,0,16,25.539008241642804,5
6959,tondo,0,17,34.38595859369842,5
6960,tonel,4,16,35.04468975287077,5
6967,topil,0,16,30.248329761754697,5
6968,toque,49,17,27.78340026291621,5
6969,toqui,0,17,26.72669319839369,5
6971,tórax,11,17,30.344612318644845,5
6978,torés,0,16,28.161927571986816,5
6980,torgo,0,17,35.17674812267022,5
6986,torón,0,17,30.053843798959136,5
6992,torvo,4,17,34.397123528599636,5
6994,tosco,14,15,33.95364751220039,5
7019,trebo,0,17,35.304724688312234,5
7021,trefe,0,17,34.65847904773911,5
7033,trigo,18,17,34.18342907565144,5
7038,tripe,0,17,34.82655333657476,5
7043,troje,0,16,34.09807134753561,5
7052,trovo,0,17,34.397123528599636,5
7057,truco,21,16,32.734988865078364,5
7059,truja,0,17,33.96481244710162,5
7060,tucán,0,17,20.12641587581711,5
7061,tucía,0,16,29.691163494264465,5
7062,tudel,0,16,26.823936179791467,5
7064,tueco,0,16,32.9898615187913,5
7068,tulio,0,16,31.068892450463107,5
7069,tulpa,0,17,31.171777925843223,5
7073,tunal,0,17,34.91143085243678,5
7076,tunco,0,17,29.568709369541335,5
7078,túnel,34,17,25.60239625914654,5
7086,turco,17,16,32.734988865078364,5
7092,tusca,0,16,33.88377662927014,5
7093,tusco,0,16,27.676793142569014,5
7157,vacío,179,15,31.677321376048216,5
7159,vacuo,0,16,34.84276050014107,5
7167,valgo,2,16,32.57819956420738,5
7171,valón,1,16,27.455295240496298,5
7173,valse,0,15,35.06906052475194,5
7186,varón,64,17,31.970130797812637,5
7192,váter,1,17,25.01821805237915,5
7197,vejón,0,17,17.198801870426728,5
7199,velay,0,17,31.026753825190735,5
7200,velis,0,15,27.868757991032034,5
7201,vello,21,14,29.40543720324383,5
7202,velón,1,16,21.311699771298912,5
7203,veloz,19,17,25.444286374577562,5
7206,vendí,0,17,20.716356629630297,5
7207,vendo,3,17,30.158650123354523,5
7209,venir,123,17,34.275509775320685,5
7215,verbi,0,17,30.02070915344582,5
7216,verbo,20,17,31.0140282004646,5
7217,verde,192,16,33.388317636395286,5
7219,vergé,0,17,21.5071461586021,5
7220,veril,0,15,32.92695371354138,5
7224,verso,32,16,33.376912595367145,5
7226,veste,0,17,29.465703841097763,5
7231,viaje,294,16,35.212523935579526,5
7233,vicio,37,15,32.925993289033755,5
7234,victo,0,16,29.753230928070206,5
7235,vidal,0,15,33.96037048375382,5
7236,vídeo,59,16,24.074120761376527,5
7237,vidro,0,16,32.26822255436903,5
7238,vieja,251,16,35.212523935579526,5
7239,viejo,516,16,29.005540448878403,5
7241,vigía,4,17,26.848907216989907,5
7242,vigor,28,17,29.89273258780381,5
7243,villa,53,14,34.555713625422435,5
7244,vilos,0,15,27.805369973528297,5
7248,vinco,0,16,30.561548204306302,5
7253,víreo,0,16,29.184299460361476,5
7254,virgo,4,17,29.89273258780381,5
7255,viril,21,15,31.870246649018867,5
7257,virol,0,15,32.86356569603765,5
7258,virón,0,17,24.76982826409273,5
7259,virus,118,17,26.043351161213256,5
7260,visal,0,15,34.01235346022942,5
7262,visco,0,15,28.66963197733398,5
7263,visir,4,16,31.32688648382585,5
7264,visón,6,17,19.711632541583377,5
7265,visor,5,16,32.32020553084463,5
7266,vista,480,17,34.55259224577263,5
7267,visto,534,17,28.345608759071506,5
7269,vital,86,16,35.095952410965644,5
7271,vítor,0,17,24.954830034875414,5
7272,vitre,0,17,33.4671924990846,5
7273,viuda,98,17,32.38983630764798,5
7274,viudo,17,17,26.18285282094686,5
7275,vivac,0,16,31.669517926923703,5
7276,vivar,0,17,35.32009148043436,5
7279,vivir,408,17,28.119788946714447,5
7280,vivos,103,17,24.054912271223877,5
7281,voacé,0,15,31.677321376048212,5
7288,voleo,0,15,34.11175739676937,5
7289,volvo,0,16,25.59159148343568,5
7292,vosco,0,15,29.66295102435276,5
7293,voseo,0,16,33.568397231576355,5
7295,votri,0,17,33.403804481580856,5
7296,vuelo,127,16,27.834903027137994,5
7297,vuesa,3,17,33.4985263486461,5
7298,vueso,0,17,27.29154286194498,5
7299,vulgo,6,17,20.09436170787488,5
7300,vulto,0,17,23.60543360165193,5
7301,vulva,3,17,25.521720600505425,5
7302,vusco,0,16,23.386096654721385,5
7323,yelgo,0,17,25.59939493256019,5
7334,yersi,0,17,31.548384385898565,5
7338,yesal,0,16,34.23385136230214,5
7340,yesca,0,16,35.09811336610782,5
7347,yucal,0,16,29.30123114416572,5
7372,zalbo,0,17,32.4320949859838,5
7392,zéjel,0,16,15.639552682285569,5
7396,zoclo,0,15,29.995618063183926,5
7398,zoilo,0,16,32.844357205885004,5
7400,zolle,0,15,29.194744076881978,5
7415,zueca,0,17,34.69545539128295,5
7416,zueco,0,17,28.488471904581825,5
7417,zuela,0,17,33.83119338747726,5
7419,zulla,0,16,29.06148517644799,5
8782,bélico,7,17,30.057205284735854,6
9051,brécol,0,17,30.85903969554543,6
9089,brócol,0,17,30.85903969554543,6
9224,cácteo,0,17,35.42465769870283,6
9273,cálceo,0,15,34.88441891315962,6
9288,cálibe,0,17,30.120593302239588,6
9289,cálibo,0,17,30.05720528473585,6
9290,cálice,0,15,33.891099866140834,6
9293,cálido,27,16,32.368106703162795,6
9483,cárcel,62,15,34.69293427695041,6
9531,cártel,0,17,34.36891105868794,6
9543,cascás,0,16,35.234973858445436,6
9545,cascué,0,17,34.20779984753261,6
9642,ceción,0,17,35.23965592792014,6
9650,cédula,1,17,33.29155486725132,6
9661,ceilán,0,17,34.375393924114455,6
9670,célibe,1,17,30.120593302239588,6
9672,célico,0,15,33.827711848637094,6
9679,célula,87,16,33.88689800891994,6
9762,cético,0,17,34.3679506341803,6
9842,chicle,25,16,34.87841625998691,6
9852,chilco,0,16,34.81502824248318,6
9854,chillo,0,16,33.95076623867749,6
9888,chollo,2,16,34.944085285696275,6
9919,chulla,0,17,34.87421440276602,6
9920,chullo,0,17,28.6672309160649,6
9950,cíbolo,0,17,31.050524331754634,6
9954,cición,0,17,34.18294886339762,6
9955,ciclán,0,16,30.469947716890864,6
9957,ciclón,8,16,30.469947716890864,6
9991,cínico,15,17,35.1762679104164,6
10003,circón,0,17,34.984783274207196,6
10006,ciscón,0,17,29.92658755169785,6
10025,cívico,4,17,30.07725414633268,6
10031,claqué,0,17,29.54469875685053,6
10042,cliché,3,16,25.37273474875895,6
10044,clípeo,0,17,31.629060044539685,6
10045,clíper,0,17,31.43757540833048,6
10052,cloque,0,17,32.843396781377365,6
10054,clóset,0,17,29.31071533617859,6
10065,cóccix,0,16,25.417994753681125,6
10070,cochío,0,17,31.07237398930327,6
10082,cóctel,5,16,30.71833750517729,6
10091,códice,4,16,33.29575672447222,6
10114,cojijo,0,17,34.17994753681127,6
10134,cólico,7,15,33.827711848637094,6
10140,collón,0,16,30.599004760103966,6
10191,cónico,1,17,35.1762679104164,6
10237,corcés,0,16,34.08618609425366,6
10282,coscón,0,17,30.91990659871663,6
10285,cósico,0,16,33.284351683444086,6
10319,crébol,0,17,30.85903969554543,6
10349,croché,0,17,30.88088935309407,6
10395,cuculí,0,17,22.267322156393124,6
10502,dallén,0,17,35.34638310133079,6
10585,deslío,0,17,32.01719159868662,6
11177,fálico,0,17,29.347571626658983,6
11308,filelí,0,17,28.546697640357035,6
11315,fililí,0,17,27.48999057583452,6
